city,links,img,img_local,slug
益阳,https://you.ctrip.com/place/yiyang868.html,https://youimg1.c-ctrip.com/target/0104k120009eh6mud62C9_C_1180_462.jpg,0104k120009eh6mud62C9_C_1180_462.jpg,yi-yang
永顺,https://you.ctrip.com/place/yongshun1446211.html,https://youimg1.c-ctrip.com/target/01A6g120008wralyi8E8C_C_1180_462.jpg,01A6g120008wralyi8E8C_C_1180_462.jpg,yong-shun
浏阳,https://you.ctrip.com/place/liuyang1337.html,https://youimg1.c-ctrip.com/target/0100q120008amdsg87F17_C_1180_462.jpg,0100q120008amdsg87F17_C_1180_462.jpg,liu-yang
韶山,https://you.ctrip.com/place/shaoshan346.html,https://youimg1.c-ctrip.com/target/01028120009eh62hvB9EA_C_1180_462.jpg,01028120009eh62hvB9EA_C_1180_462.jpg,shao-shan
衡山,https://you.ctrip.com/place/hengshan277.html,https://youimg1.c-ctrip.com/target/0105l1200087cuwhk56DC_C_1180_462.jpg,0105l1200087cuwhk56DC_C_1180_462.jpg,heng-shan
合肥,https://you.ctrip.com/place/hefei196.html,https://youimg1.c-ctrip.com/target/10040n000000e0f4w0051_C_1180_462.jpg,10040n000000e0f4w0051_C_1180_462.jpg,he-fei
黄山,https://you.ctrip.com/place/huangshan120061.html,https://youimg1.c-ctrip.com/target/100l0g000000884py6BDE_C_1180_462.jpg,100l0g000000884py6BDE_C_1180_462.jpg,huang-shan
芜湖,https://you.ctrip.com/place/wuhu457.html,https://youimg1.c-ctrip.com/target/100e14000000x6kkjCB08_C_1180_462.jpg,100e14000000x6kkjCB08_C_1180_462.jpg,wu-hu
阜阳,https://you.ctrip.com/place/fuyang361.html,https://youimg1.c-ctrip.com/target/10031f000001gs25cBA62_C_1180_462.jpg,10031f000001gs25cBA62_C_1180_462.jpg,fu-yang
蚌埠,https://you.ctrip.com/place/bengbu205.html,https://youimg1.c-ctrip.com/target/10030w000000k7bds36E8_C_1180_462.jpg,10030w000000k7bds36E8_C_1180_462.jpg,bang-bu
池州,https://you.ctrip.com/place/chizhou825.html,https://dimg04.c-ctrip.com/images/0104s120009ehdyftAF93_C_1180_462.jpg,0104s120009ehdyftAF93_C_1180_462.jpg,chi-zhou
安庆,https://you.ctrip.com/place/anqing179.html,https://youimg1.c-ctrip.com/target/100814000000wpsz87016_C_1180_462.jpg,100814000000wpsz87016_C_1180_462.jpg,an-qing
六安,https://you.ctrip.com/place/luan502.html,https://youimg1.c-ctrip.com/target/0105f120008k4kuz86DF6_C_1180_462.jpg,0105f120008k4kuz86DF6_C_1180_462.jpg,liu-an
淮南,https://you.ctrip.com/place/huainan638.html,https://youimg1.c-ctrip.com/target/01066120008k52tro4958_C_1180_462.jpg,01066120008k52tro4958_C_1180_462.jpg,huai-nan
青阳,https://you.ctrip.com/place/qingyang2613.html,https://youimg1.c-ctrip.com/target/100c0z000000ms7k99A95_C_1180_462.jpg,100c0z000000ms7k99A95_C_1180_462.jpg,qing-yang
宿州,https://you.ctrip.com/place/suzhou672.html,https://youimg1.c-ctrip.com/target/0101v120008k4h1hs3DDA_C_1180_462.jpg,0101v120008k4h1hs3DDA_C_1180_462.jpg,su-zhou
马鞍山,https://you.ctrip.com/place/maanshan503.html,https://youimg1.c-ctrip.com/target/0102i120008lvw9xx9BA5_C_1180_462.jpg,0102i120008lvw9xx9BA5_C_1180_462.jpg,ma-an-shan
黟县,https://you.ctrip.com/place/yicounty528.html,https://dimg04.c-ctrip.com/images/100e10000000pjnfm00A6_C_1180_462.jpg,100e10000000pjnfm00A6_C_1180_462.jpg,yi-xian
滁州,https://you.ctrip.com/place/chuzhou228.html,https://youimg1.c-ctrip.com/target/100h0w000000k75v10EA2_C_1180_462.jpg,100h0w000000k75v10EA2_C_1180_462.jpg,chu-zhou
宣城,https://you.ctrip.com/place/xuancheng504.html,https://youimg1.c-ctrip.com/target/0102p1200082h20b5A916_C_1180_462.jpg,0102p1200082h20b5A916_C_1180_462.jpg,xuan-cheng
亳州,https://you.ctrip.com/place/bozhou404.html,https://youimg1.c-ctrip.com/target/0103k1200090fni9g1646_C_1180_462.jpg,0103k1200090fni9g1646_C_1180_462.jpg,bo-zhou
铜陵,https://you.ctrip.com/place/tongling472.html,https://youimg1.c-ctrip.com/target/100r0j0000009ttru1077_C_1180_462.jpg,100r0j0000009ttru1077_C_1180_462.jpg,tong-ling
淮北,https://you.ctrip.com/place/huaibei657.html,https://youimg1.c-ctrip.com/target/100o0w000000k4na73E37_C_1180_462.jpg,100o0w000000k4na73E37_C_1180_462.jpg,huai-bei
金寨,https://you.ctrip.com/place/jinzhai2623.html,https://youimg1.c-ctrip.com/target/100t0z000000nl9q7779B_C_1180_462.jpg,100t0z000000nl9q7779B_C_1180_462.jpg,jin-zhai
泾县,https://you.ctrip.com/place/jingcounty2616.html,https://youimg1.c-ctrip.com/target/0105v120009ehb6o45EFA_C_1180_462.jpg,0105v120009ehb6o45EFA_C_1180_462.jpg,jing-xian
桂林,https://you.ctrip.com/place/guilin28.html,https://youimg1.c-ctrip.com/target/0105f120005qn1eg1E1BC_C_1180_462.jpg,0105f120005qn1eg1E1BC_C_1180_462.jpg,gui-lin
南宁,https://you.ctrip.com/place/nanning166.html,https://youimg1.c-ctrip.com/target/tg/772/950/815/e0b38db9fe7a423ca99a8617cd060afb_C_1180_462.jpg,e0b38db9fe7a423ca99a8617cd060afb_C_1180_462.jpg,nan-zhu
北海,https://you.ctrip.com/place/beihai140.html,https://dimg04.c-ctrip.com/images/01066120009eh8yd7F98C_C_1180_462.jpg,01066120009eh8yd7F98C_C_1180_462.jpg,bei-hai
阳朔,https://you.ctrip.com/place/yangshuo702.html,https://youimg1.c-ctrip.com/target/100m0i0000009ldzo6986_C_1180_462.jpg,100m0i0000009ldzo6986_C_1180_462.jpg,yang-shuo
柳州,https://you.ctrip.com/place/liuzhou143.html,https://youimg1.c-ctrip.com/target/10070s000000ipngj3EC1_C_1180_462.jpg,10070s000000ipngj3EC1_C_1180_462.jpg,liu-zhou
玉林,https://you.ctrip.com/place/yulin141.html,https://youimg1.c-ctrip.com/target/0100c120008x0xhma3EEE_C_1180_462.jpg,0100c120008x0xhma3EEE_C_1180_462.jpg,yu-lin
防城港,https://you.ctrip.com/place/fangchenggang698.html,https://youimg1.c-ctrip.com/target/10030y000000lvfolA01A_C_1180_462.jpg,10030y000000lvfolA01A_C_1180_462.jpg,fang-cheng-gang
崇左,https://you.ctrip.com/place/chongzuo837.html,https://youimg1.c-ctrip.com/target/0102e120008akc3b4EA91_C_1180_462.jpg,0102e120008akc3b4EA91_C_1180_462.jpg,chong-zuo
贺州,https://you.ctrip.com/place/hezhou707.html,https://youimg1.c-ctrip.com/target/01037120009ehd2hk801E_C_1180_462.jpg,01037120009ehd2hk801E_C_1180_462.jpg,he-zhou
梧州,https://you.ctrip.com/place/wuzhou142.html,https://youimg1.c-ctrip.com/target/100u0g0000007t2gwB5FC_C_1180_462.jpg,100u0g0000007t2gwB5FC_C_1180_462.jpg,wu-zhou
大新,https://you.ctrip.com/place/daxin963.html,https://youimg1.c-ctrip.com/target/100c0y000000m137u1E1F_C_1180_462.jpg,100c0y000000m137u1E1F_C_1180_462.jpg,da-xin
百色,https://you.ctrip.com/place/baise524.html,https://youimg1.c-ctrip.com/target/0104b120008yfa8ta2ED0_C_1180_462.jpg,0104b120008yfa8ta2ED0_C_1180_462.jpg,bai-se
贵港,https://you.ctrip.com/place/guigang711.html,https://youimg1.c-ctrip.com/target/10060q000000gbrsvBB8F_C_1180_462.jpg,10060q000000gbrsvBB8F_C_1180_462.jpg,gui-gang
钦州,https://you.ctrip.com/place/qinzhou697.html,https://youimg1.c-ctrip.com/target/01052120009ehdpqsE9E8_C_1180_462.jpg,01052120009ehdpqsE9E8_C_1180_462.jpg,qin-zhou
龙胜,https://you.ctrip.com/place/longsheng1445120.html,https://dimg04.c-ctrip.com/images/0104h12000844qjq53996_C_1180_462.jpg,0104h12000844qjq53996_C_1180_462.jpg,long-sheng
东兴,https://you.ctrip.com/place/dongxing964.html,https://youimg1.c-ctrip.com/target/01034120009ehdygn6C8C_C_1180_462.jpg,01034120009ehdygn6C8C_C_1180_462.jpg,dong-xing
来宾,https://you.ctrip.com/place/laibin839.html,https://dimg04.c-ctrip.com/images/0100t120009ehd8f5DC6D_C_1180_462.jpg,0100t120009ehd8f5DC6D_C_1180_462.jpg,lai-bin
桂平,https://you.ctrip.com/place/guiping418.html,https://youimg1.c-ctrip.com/target/0101u120008ilquwjE827_C_1180_462.jpg,0101u120008ilquwjE827_C_1180_462.jpg,gui-ping
河池,https://you.ctrip.com/place/hechi838.html,https://dimg04.c-ctrip.com/images/0105t120008aq1yvz237B_C_1180_462.jpg,0105t120008aq1yvz237B_C_1180_462.jpg,he-chi
平南,https://you.ctrip.com/place/pingnan1398.html,https://youimg1.c-ctrip.com/target/fd/tg/g3/M03/C4/10/CggYGVXViqCAOFB5AAcS-VUrXRE293_C_1180_462.jpg,CggYGVXViqCAOFB5AAcS-VUrXRE293_C_1180_462.jpg,ping-nan
昆明,https://you.ctrip.com/place/kunming29.html,https://youimg1.c-ctrip.com/target/100v11000000r8baxE37B_C_1180_462.jpg,100v11000000r8baxE37B_C_1180_462.jpg,kun-ming
丽江,https://you.ctrip.com/place/lijiang32.html,https://youimg1.c-ctrip.com/target/100b11000000qcd4zEAD7_C_1180_462.jpg,100b11000000qcd4zEAD7_C_1180_462.jpg,li-jiang
大理市,https://you.ctrip.com/place/dali1445616.html,https://youimg1.c-ctrip.com/target/100s0z000000mtkz45CF3_C_1180_462.jpg,100s0z000000mtkz45CF3_C_1180_462.jpg,da-li-shi
西双版纳,https://you.ctrip.com/place/xishuangbanna30.html,https://youimg1.c-ctrip.com/target/100u0h0000008s8enA9F9_C_1180_462.jpg,100u0h0000008s8enA9F9_C_1180_462.jpg,xi-shuang-ban-na
香格里拉,https://you.ctrip.com/place/shangrila106.html,https://youimg1.c-ctrip.com/target/100g0q000000gc2shF993_C_1180_462.jpg,100g0q000000gc2shF993_C_1180_462.jpg,xiang-ge-li-la
景洪,https://you.ctrip.com/place/jinghong2154.html,https://youimg1.c-ctrip.com/target/100d0z000000mkc2w5134_C_1180_462.jpg,100d0z000000mkc2w5134_C_1180_462.jpg,jing-hong
大理白族自治州,https://you.ctrip.com/place/daliprefecture31.html,https://youimg1.c-ctrip.com/target/100n0w000000k4n3fB3A0_C_1180_462.jpg,100n0w000000k4n3fB3A0_C_1180_462.jpg,da-li-bai-zu-zi-zhi-zhou
腾冲,https://you.ctrip.com/place/tengchong696.html,https://dimg04.c-ctrip.com/images/10070q000000grw8lD8EC_C_1180_462.jpg,10070q000000grw8lD8EC_C_1180_462.jpg,teng-chong
宁蒗,https://you.ctrip.com/place/ninglang2169.html,https://youimg1.c-ctrip.com/target/01031120008c4lx8u50F8_C_1180_462.jpg,01031120008c4lx8u50F8_C_1180_462.jpg,zhu-lang
弥勒,https://you.ctrip.com/place/mile1342.html,https://youimg1.c-ctrip.com/target/0106e120009ed9po8851C_C_1180_462.jpg,0106e120009ed9po8851C_C_1180_462.jpg,mi-le
玉龙,https://you.ctrip.com/place/yulong1446279.html,https://dimg04.c-ctrip.com/images/0102u1200087dl1bw91F0_C_1180_462.jpg,0102u1200087dl1bw91F0_C_1180_462.jpg,yu-long
保山,https://you.ctrip.com/place/baoshan420.html,https://youimg1.c-ctrip.com/target/0103o1200090foz7xB573_C_1180_462.jpg,0103o1200090foz7xB573_C_1180_462.jpg,bao-shan
德钦,https://you.ctrip.com/place/deqin2178.html,https://youimg1.c-ctrip.com/target/0106w120009eha3gtF753_C_1180_462.jpg,0106w120009eha3gtF753_C_1180_462.jpg,de-qin
芒市,https://you.ctrip.com/place/mangshi2199.html,https://youimg1.c-ctrip.com/target/0102e120008ig04hk529A_C_1180_462.jpg,0102e120008ig04hk529A_C_1180_462.jpg,mang-shi
普洱,https://you.ctrip.com/place/puer928.html,https://youimg1.c-ctrip.com/target/fd/tg/g1/M09/05/43/CghzflTK7muAaUxqABBTVEcsKT4997_C_1180_462.jpg,CghzflTK7muAaUxqABBTVEcsKT4997_C_1180_462.jpg,pu-er
澄江,https://you.ctrip.com/place/chengjiang2171.html,https://youimg1.c-ctrip.com/target/1lo4612000b2wpftf12EA_C_1180_462.jpg,1lo4612000b2wpftf12EA_C_1180_462.jpg,cheng-jiang
曲靖,https://you.ctrip.com/place/qujing509.html,https://youimg1.c-ctrip.com/target/0104v120008k554i924C5_C_1180_462.jpg,0104v120008k554i924C5_C_1180_462.jpg,qu-jing
丘北,https://you.ctrip.com/place/qiubei2175.html,https://youimg1.c-ctrip.com/target/100khk1439k36jt34D37F_C_1180_462.jpg,100khk1439k36jt34D37F_C_1180_462.jpg,qiu-bei
玉溪,https://you.ctrip.com/place/yuxi477.html,https://youimg1.c-ctrip.com/target/010441200090fmsm3A54B_C_1180_462.jpg,010441200090fmsm3A54B_C_1180_462.jpg,yu-xi
建水,https://you.ctrip.com/place/jianshui2151.html,https://youimg1.c-ctrip.com/target/0105o1200086v45thF1E5_C_1180_462.jpg,0105o1200086v45thF1E5_C_1180_462.jpg,jian-shui
哈尔滨,https://you.ctrip.com/place/harbin151.html,https://youimg1.c-ctrip.com/target/100s0z000000ng5sn3ED6_C_1180_462.jpg,100s0z000000ng5sn3ED6_C_1180_462.jpg,ha-er-bin
齐齐哈尔,https://you.ctrip.com/place/qiqihar395.html,https://youimg1.c-ctrip.com/target/100m0w000000khlm9220C_C_1180_462.jpg,100m0w000000khlm9220C_C_1180_462.jpg,qi-qi-ha-er
牡丹江,https://you.ctrip.com/place/mudanjiang264.html,https://youimg1.c-ctrip.com/target/100c0z000000nbgypDDF0_C_1180_462.jpg,100c0z000000nbgypDDF0_C_1180_462.jpg,mu-dan-jiang
佳木斯,https://you.ctrip.com/place/jiamusi501.html,https://youimg1.c-ctrip.com/target/100a0w000000kpy6i5AF4_C_1180_462.jpg,100a0w000000kpy6i5AF4_C_1180_462.jpg,jia-mu-si
大庆,https://you.ctrip.com/place/daqing531.html,https://youimg1.c-ctrip.com/target/100c0t000000irlocCFD3_C_1180_462.jpg,100c0t000000irlocCFD3_C_1180_462.jpg,da-qing
漠河,https://you.ctrip.com/place/mohe983.html,https://youimg1.c-ctrip.com/target/0100y120004fgjc5p60E9_C_1180_462.jpg,0100y120004fgjc5p60E9_C_1180_462.jpg,mo-he
鸡西,https://you.ctrip.com/place/jixi852.html,https://dimg04.c-ctrip.com/images/0105f120009ehdf1dCD81_C_1180_462.jpg,0105f120009ehdf1dCD81_C_1180_462.jpg,ji-xi
伊春,https://you.ctrip.com/place/yichun498.html,https://youimg1.c-ctrip.com/target/010081200088iofds88AA_C_1180_462.jpg,010081200088iofds88AA_C_1180_462.jpg,yi-chun
黑河,https://you.ctrip.com/place/heihe265.html,https://youimg1.c-ctrip.com/target/1lo2712000at0m5btB236_C_1180_462.jpg,1lo2712000at0m5btB236_C_1180_462.jpg,hei-he
双鸭山,https://you.ctrip.com/place/shuangyashan854.html,https://youimg1.c-ctrip.com/target/01028120009ehdfex7627_C_1180_462.jpg,01028120009ehdfex7627_C_1180_462.jpg,shuang-ya-shan
绥芬河,https://you.ctrip.com/place/suifenhe855.html,https://youimg1.c-ctrip.com/target/01005120008bwctrdA97A_C_1180_462.jpg,01005120008bwctrdA97A_C_1180_462.jpg,sui-fen-he
绥化,https://you.ctrip.com/place/suihua856.html,https://youimg1.c-ctrip.com/target/0104r1200090fwi4lC98E_C_1180_462.jpg,0104r1200090fwi4lC98E_C_1180_462.jpg,sui-hua
五常,https://you.ctrip.com/place/wuchang2237.html,https://youimg1.c-ctrip.com/target/100q0z000000nq8pvEE59_C_1180_462.jpg,100q0z000000nq8pvEE59_C_1180_462.jpg,wu-chang
鹤岗,https://you.ctrip.com/place/hegang811.html,https://youimg1.c-ctrip.com/target/0102l120008iiyb371599_C_1180_462.jpg,0102l120008iiyb371599_C_1180_462.jpg,he-gang
大兴安岭,https://you.ctrip.com/place/daxinganling396.html,https://youimg1.c-ctrip.com/target/0105t120009bxypoeDB3D_C_1180_462.jpg,0105t120009bxypoeDB3D_C_1180_462.jpg,da-xing-an-ling
七台河,https://you.ctrip.com/place/qitaihe1179.html,https://youimg1.c-ctrip.com/target/0106b1200096c10px908F_C_1180_462.jpg,0106b1200096c10px908F_C_1180_462.jpg,qi-tai-he
海林,https://you.ctrip.com/place/hailin2240.html,https://youimg1.c-ctrip.com/target/100v0x000000ls18xCFEE_C_1180_462.jpg,100v0x000000ls18xCFEE_C_1180_462.jpg,hai-lin
尚志,https://you.ctrip.com/place/shangzhi853.html,https://youimg1.c-ctrip.com/target/100c0q000000geoqy9EF8_C_1180_462.jpg,100c0q000000geoqy9EF8_C_1180_462.jpg,shang-zhi
抚远,https://you.ctrip.com/place/fuyuan1446003.html,https://youimg1.c-ctrip.com/target/0100t120008k4zi7dFDBD_C_1180_462.jpg,0100t120008k4zi7dFDBD_C_1180_462.jpg,fu-yuan
塔河,https://you.ctrip.com/place/tahe1445182.html,https://dimg04.c-ctrip.com/images/10010v000000k2q2t23EA_C_1180_462.jpg,10010v000000k2q2t23EA_C_1180_462.jpg,ta-he
贵阳,https://you.ctrip.com/place/guiyang33.html,https://youimg1.c-ctrip.com/target/fd/tg/g3/M05/31/58/CggYGlYmBFWAWN5mABiev_UfBww852_C_1180_462.jpg,CggYGlYmBFWAWN5mABiev_UfBww852_C_1180_462.jpg,gui-yang
遵义,https://you.ctrip.com/place/zunyi204.html,https://youimg1.c-ctrip.com/target/1008060000001vnwuD8E9_C_1180_462.jpg,1008060000001vnwuD8E9_C_1180_462.jpg,zun-yi
荔波,https://you.ctrip.com/place/libo659.html,https://youimg1.c-ctrip.com/target/fd/tg/g4/M01/F7/5B/CggYHFXb1QyASKZpAAYD0aEFBDE328_C_1180_462.jpg,CggYHFXb1QyASKZpAAYD0aEFBDE328_C_1180_462.jpg,li-bo
安顺,https://you.ctrip.com/place/anshun518.html,https://youimg1.c-ctrip.com/target/01069120008357z5t2554_C_1180_462.jpg,01069120008357z5t2554_C_1180_462.jpg,an-shun
六盘水,https://you.ctrip.com/place/liupanshui679.html,https://youimg1.c-ctrip.com/target/100b0w000000k871gB6E4_C_1180_462.jpg,100b0w000000k871gB6E4_C_1180_462.jpg,liu-pan-shui
雷山,https://you.ctrip.com/place/leishan2345.html,https://youimg1.c-ctrip.com/target/01069120008idqx6i1DCD_C_1180_462.jpg,01069120008idqx6i1DCD_C_1180_462.jpg,lei-shan
铜仁,https://you.ctrip.com/place/tongren680.html,https://youimg1.c-ctrip.com/target/0106s1200089y3pblC68C_C_1180_462.jpg,0106s1200089y3pblC68C_C_1180_462.jpg,tong-ren
兴义,https://you.ctrip.com/place/xingyi519.html,https://youimg1.c-ctrip.com/target/tg/682/127/295/0e103090c1b24edda8f8ed7ce77a4975_C_1180_462.jpg,0e103090c1b24edda8f8ed7ce77a4975_C_1180_462.jpg,xing-yi
凯里,https://you.ctrip.com/place/kaili491.html,https://youimg1.c-ctrip.com/target/0105d1200083nq0da735D_C_1180_462.jpg,0105d1200083nq0da735D_C_1180_462.jpg,kai-li
毕节,https://you.ctrip.com/place/bijie521.html,https://youimg1.c-ctrip.com/target/0102b12000adj2fyi846A_C_1180_462.jpg,0102b12000adj2fyi846A_C_1180_462.jpg,bi-jie
镇宁,https://you.ctrip.com/place/zhenning2356.html,https://dimg04.c-ctrip.com/images/100o0z000000mn1lk2E3E_C_1180_462.jpg,100o0z000000mn1lk2E3E_C_1180_462.jpg,zhen-zhu
都匀,https://you.ctrip.com/place/duyun678.html,https://youimg1.c-ctrip.com/target/100r0w000000k487h47CB_C_1180_462.jpg,100r0w000000k487h47CB_C_1180_462.jpg,du-yun
黎平,https://you.ctrip.com/place/liping1346.html,https://youimg1.c-ctrip.com/target/fd/tg/g3/M08/BC/75/CggYG1ZzbACAeqy7AC53IoRgpaQ969_C_1180_462.jpg,CggYG1ZzbACAeqy7AC53IoRgpaQ969_C_1180_462.jpg,li-ping
镇远,https://you.ctrip.com/place/zhenyuan1840.html,https://youimg1.c-ctrip.com/target/0105r1200090fnfej7C12_C_1180_462.jpg,0105r1200090fnfej7C12_C_1180_462.jpg,zhen-yuan
江口,https://you.ctrip.com/place/jiangkou2334.html,https://youimg1.c-ctrip.com/target/1A0m1d000001eudxvA6C0_C_1180_462.jpg,1A0m1d000001eudxvA6C0_C_1180_462.jpg,jiang-kou
从江,https://you.ctrip.com/place/congjiang2344.html,https://youimg1.c-ctrip.com/target/100k1a000001900otD63D_C_1180_462.jpg,100k1a000001900otD63D_C_1180_462.jpg,cong-jiang
关岭,https://you.ctrip.com/place/guanling1446303.html,https://dimg04.c-ctrip.com/images/100s0r000000hj7r4C83C_C_1180_462.jpg,100s0r000000hj7r4C83C_C_1180_462.jpg,guan-ling
清镇,https://you.ctrip.com/place/qingzhen1782.html,https://youimg1.c-ctrip.com/target/01052120009dqmj0kFE13_C_1180_462.jpg,01052120009dqmj0kFE13_C_1180_462.jpg,qing-zhen
仁怀,https://you.ctrip.com/place/renhuai1905.html,https://youimg1.c-ctrip.com/target/0103p120008k3hnhx217F_C_1180_462.jpg,0103p120008k3hnhx217F_C_1180_462.jpg,ren-huai
赤水,https://you.ctrip.com/place/chishui1770.html,https://youimg1.c-ctrip.com/target/100v0r000000gzphv3147_C_1180_462.jpg,100v0r000000gzphv3147_C_1180_462.jpg,chi-shui
乌鲁木齐,https://you.ctrip.com/place/urumqi117.html,https://youimg1.c-ctrip.com/target/100f0m000000dxl7eABE2_C_1180_462.jpg,100f0m000000dxl7eABE2_C_1180_462.jpg,wu-lu-mu-qi
伊宁市,https://you.ctrip.com/place/yining2058.html,https://youimg1.c-ctrip.com/target/100q0n000000e2khg7E80_C_1180_462.jpg,100q0n000000e2khg7E80_C_1180_462.jpg,yi-zhu-shi
伊犁,https://you.ctrip.com/place/ili115.html,https://youimg1.c-ctrip.com/target/0102j120004gmqoh9A62A_C_1180_462.jpg,0102j120004gmqoh9A62A_C_1180_462.jpg,yi-li
喀什市,https://you.ctrip.com/place/kashgar2507.html,https://youimg1.c-ctrip.com/target/0101i120008oxt2myD303_C_1180_462.jpg,0101i120008oxt2myD303_C_1180_462.jpg,ke-shi-shi
布尔津,https://you.ctrip.com/place/burqin1010.html,https://dimg04.c-ctrip.com/images/01072120009ehacpsA57F_C_1180_462.jpg,01072120009ehacpsA57F_C_1180_462.jpg,bu-er-jin
喀什地区,https://you.ctrip.com/place/kashgarprefecture124.html,https://youimg1.c-ctrip.com/target/0101i120008oxt2myD303_C_1180_462.jpg,0101i120008oxt2myD303_C_1180_462.jpg,ke-shi-di-qu
新源,https://you.ctrip.com/place/xinyuan2500.html,https://youimg1.c-ctrip.com/target/1A0j13000000vkopa2606_C_1180_462.jpg,1A0j13000000vkopa2606_C_1180_462.jpg,xin-yuan
博乐,https://you.ctrip.com/place/bole922.html,https://youimg1.c-ctrip.com/target/0105k120009ehds10425D_C_1180_462.jpg,0105k120009ehds10425D_C_1180_462.jpg,bo-le
库尔勒,https://you.ctrip.com/place/korla429.html,https://youimg1.c-ctrip.com/target/010231200086m1hy6E0E7_C_1180_462.jpg,010231200086m1hy6E0E7_C_1180_462.jpg,ku-er-le
特克斯,https://you.ctrip.com/place/tekesi1446388.html,https://youimg1.c-ctrip.com/target/1A0t10000000pd4n53A35_C_1180_462.jpg,1A0t10000000pd4n53A35_C_1180_462.jpg,te-ke-si
阿勒泰地区,https://you.ctrip.com/place/altayprefecture427.html,https://youimg1.c-ctrip.com/target/010741200099zjitrC667_C_1180_462.jpg,010741200099zjitrC667_C_1180_462.jpg,a-le-tai-di-qu
克拉玛依,https://you.ctrip.com/place/karamay428.html,https://youimg1.c-ctrip.com/target/01039120008bwcv7v4F46_C_1180_462.jpg,01039120008bwcv7v4F46_C_1180_462.jpg,ke-la-ma-yi
吐鲁番,https://you.ctrip.com/place/turpan35.html,https://youimg1.c-ctrip.com/target/0102a1200086v5avqA3B9_C_1180_462.jpg,0102a1200086v5avqA3B9_C_1180_462.jpg,tu-lu-fan
奎屯,https://you.ctrip.com/place/kuitun1169.html,https://youimg1.c-ctrip.com/target/0100b1200089r8w4z68BE_C_1180_462.jpg,0100b1200089r8w4z68BE_C_1180_462.jpg,kui-tun
霍城,https://you.ctrip.com/place/huocheng1446379.html,https://youimg1.c-ctrip.com/target/10041f000001gp7o07BF7_C_1180_462.jpg,10041f000001gp7o07BF7_C_1180_462.jpg,huo-cheng
和静,https://you.ctrip.com/place/hejing2485.html,https://youimg1.c-ctrip.com/target/0102h120008a5wysw4533_C_1180_462.jpg,0102h120008a5wysw4533_C_1180_462.jpg,he-jing
库车,https://you.ctrip.com/place/kuqa1345.html,https://youimg1.c-ctrip.com/target/0102w1200089pujlm5B9D_C_1180_462.jpg,0102w1200089pujlm5B9D_C_1180_462.jpg,ku-che
阿克苏地区,https://you.ctrip.com/place/aksuprefecture920.html,https://youimg1.c-ctrip.com/target/01033120009bxtps2EECE_C_1180_462.jpg,01033120009bxtps2EECE_C_1180_462.jpg,a-ke-su-di-qu
哈密,https://you.ctrip.com/place/hami567.html,https://youimg1.c-ctrip.com/target/0102y120008ovgce53BBF_C_1180_462.jpg,0102y120008ovgce53BBF_C_1180_462.jpg,ha-mi
昭苏,https://you.ctrip.com/place/zhaosu2508.html,https://youimg1.c-ctrip.com/target/0106i120008a5m8964DE1_C_1180_462.jpg,0106i120008a5m8964DE1_C_1180_462.jpg,zhao-su
南昌,https://you.ctrip.com/place/nanchang175.html,https://youimg1.c-ctrip.com/target/10040m000000dxaugD7C3_C_1180_462.jpg,10040m000000dxaugD7C3_C_1180_462.jpg,nan-chang
九江,https://you.ctrip.com/place/jiujiang877.html,https://youimg1.c-ctrip.com/target/0102y120009eh66frE481_C_1180_462.jpg,0102y120009eh66frE481_C_1180_462.jpg,jiu-jiang
庐山,https://you.ctrip.com/place/lushan2390.html,https://youimg1.c-ctrip.com/target/100w13000000u43nq49D5_C_1180_462.jpg,100w13000000u43nq49D5_C_1180_462.jpg,lu-shan
景德镇,https://you.ctrip.com/place/jingdezhen405.html,https://youimg1.c-ctrip.com/target/100g0w000000k6ait8F99_C_1180_462.jpg,100g0w000000k6ait8F99_C_1180_462.jpg,jing-de-zhen
婺源,https://you.ctrip.com/place/wuyuan446.html,https://youimg1.c-ctrip.com/target/0104r120008k51svt60F8_C_1180_462.jpg,0104r120008k51svt60F8_C_1180_462.jpg,wu-yuan
赣州,https://you.ctrip.com/place/ganzhou473.html,https://youimg1.c-ctrip.com/target/tg/283/571/608/cbbfa66765c04951b06ef2cca44799ae_C_1180_462.jpg,cbbfa66765c04951b06ef2cca44799ae_C_1180_462.jpg,gan-zhou
上饶,https://you.ctrip.com/place/shangrao547.html,https://youimg1.c-ctrip.com/target/100815000000xbh5g5395_C_1180_462.jpg,100815000000xbh5g5395_C_1180_462.jpg,shang-rao
萍乡,https://you.ctrip.com/place/pingxiang714.html,https://youimg1.c-ctrip.com/target/0106p120009ehd2h8742B_C_1180_462.jpg,0106p120009ehd2h8742B_C_1180_462.jpg,ping-xiang
宜春,https://you.ctrip.com/place/yichun743.html,https://youimg1.c-ctrip.com/target/01018120009eh5hjpD68D_C_1180_462.jpg,01018120009eh5hjpD68D_C_1180_462.jpg,yi-chun
吉安,https://you.ctrip.com/place/jian876.html,https://youimg1.c-ctrip.com/target/100s1f000001gx5nv3620_C_1180_462.jpg,100s1f000001gx5nv3620_C_1180_462.jpg,ji-an
井冈山,https://you.ctrip.com/place/jinggangshan171.html,https://youimg1.c-ctrip.com/target/tg/809/718/863/eefd72bb0ba042c0abcb173a7b937c0c_C_1180_462.jpg,eefd72bb0ba042c0abcb173a7b937c0c_C_1180_462.jpg,jing-gang-shan
